category,order_date,qty_ordered,price,unique_skus
Appliances,2021-01-08,61.0,428.09666666666664,25
Appliances,2021-01-09,257.0,779.5896,67
Appliances,2021-01-10,144.0,340.6203703703704,38
Appliances,2021-01-11,23.0,455.15000000000003,10
Appliances,2021-01-12,43.0,215.74499999999998,16
Appliances,2021-01-13,41.0,502.1473684210526,17
Appliances,2021-01-14,84.0,327.2230769230769,27
Appliances,2021-01-15,85.0,379.31315789473683,30
Appliances,2021-01-16,80.0,396.6117647058823,23
Appliances,2021-01-17,184.0,517.1512820512821,44
Appliances,2021-01-18,81.0,198.82857142857142,24
Appliances,2021-01-19,45.0,190.52272727272728,15
Appliances,2021-01-20,28.0,304.62857142857143,13
Appliances,2021-01-21,14.0,435.5142857142858,7
Appliances,2021-01-22,22.0,424.96000000000004,10
Appliances,2021-01-23,39.0,656.5055555555556,18
Appliances,2021-01-24,154.0,535.6215384615385,35
Appliances,2021-01-25,35.0,864.38125,12
Appliances,2021-01-26,18.0,489.9888888888888,8
Appliances,2021-01-27,26.0,641.7538461538461,12
Appliances,2021-01-28,23.0,1096.9272727272726,11
Appliances,2021-01-29,24.0,1292.6416666666667,12
Appliances,2021-01-30,15.0,382.97142857142853,6
Appliances,2021-01-31,124.0,619.1952727272727,41
Appliances,2021-02-01,20.0,316.96,10
Appliances,2021-02-02,27.0,474.2923076923077,11
Appliances,2021-02-03,93.0,1127.7157894736843,32
Appliances,2021-02-04,46.0,886.1708333333332,22
Appliances,2021-02-05,62.0,656.1727272727273,29
Appliances,2021-02-06,44.0,817.5954545454545,17
Appliances,2021-02-07,210.0,731.0676056338028,46
Appliances,2021-02-08,23.0,366.3727272727273,10
Appliances,2021-02-09,24.0,1111.7416666666666,11
Appliances,2021-02-10,57.0,596.0148148148148,19
Appliances,2021-02-11,31.0,519.6866666666667,13
Appliances,2021-02-12,23.0,346.7181818181818,10
Appliances,2021-02-13,36.0,712.9250000000001,16
Appliances,2021-02-14,103.0,562.6595238095239,26
Appliances,2021-02-15,25.0,636.6727272727273,10
Appliances,2021-02-16,27.0,509.66923076923075,13
Appliances,2021-02-17,19.0,256.56666666666666,9
Appliances,2021-02-18,37.0,1310.3153846153848,11
Appliances,2021-02-19,23.0,495.47272727272724,10
Appliances,2021-02-20,21.0,565.9444444444445,9
Appliances,2021-02-21,54.0,320.54,14
Appliances,2021-02-22,24.0,509.175,12
Appliances,2021-02-23,14.0,1166.357142857143,7
Appliances,2021-02-24,35.0,271.56470588235294,15
Appliances,2021-02-25,19.0,1178.1444444444444,9
Appliances,2021-02-26,51.0,1016.2727272727273,20
Appliances,2021-02-27,40.0,917.0368421052632,18
Appliances,2021-02-28,14.0,1458.8333333333333,6
Appliances,2021-03-01,349.0,471.9390243902439,60
Appliances,2021-03-02,11.0,388.86,5
Appliances,2021-03-03,57.0,723.499,17
Appliances,2021-03-04,35.0,453.03125,14
Appliances,2021-03-05,19.0,579.3222222222222,9
Appliances,2021-03-06,38.0,700.1631578947367,17
Appliances,2021-03-07,21.0,305.60833333333335,12
Appliances,2021-03-08,24.0,627.1923076923077,12
Appliances,2021-03-09,10.0,497.48,5
Appliances,2021-03-10,28.0,655.5461538461539,12
Appliances,2021-03-11,26.0,1149.5714285714287,13
Appliances,2021-03-12,32.0,858.7285714285715,5
Appliances,2021-03-13,98.0,315.8538461538462,12
Appliances,2021-03-14,137.0,579.2409090909091,22
Appliances,2021-03-15,273.0,749.4033333333333,30
Appliances,2021-03-16,305.0,606.00625,31
Appliances,2021-03-17,502.0,411.6527272727273,54
Appliances,2021-03-18,280.0,383.8636363636364,30
Appliances,2021-03-19,210.0,547.1586206896552,27
Appliances,2021-03-20,208.0,481.5642857142857,27
Appliances,2021-03-21,351.0,1820.9493670886077,57
Appliances,2021-03-22,445.0,2189.184210526316,56
Appliances,2021-03-23,365.0,1327.3597701149426,45
Appliances,2021-03-24,550.0,1427.826845637584,63
Appliances,2021-03-25,287.0,2473.9375,59
Appliances,2021-03-26,252.0,2320.101754385965,43
Appliances,2021-03-27,250.0,2690.163855421687,50
Appliances,2021-03-28,304.0,2570.042735042735,50
Appliances,2021-03-29,220.0,2685.621428571428,34
Appliances,2021-03-30,143.0,1983.3586739130435,36
Appliances,2021-03-31,500.0,2118.456296296296,66
Appliances,2021-04-01,657.0,2327.1747311827958,87
Appliances,2021-04-02,247.0,1726.2611940298507,48
Appliances,2021-04-03,101.0,1949.6275510204082,30
Appliances,2021-04-04,168.0,2889.8386666666665,43
Appliances,2021-04-05,24.0,1203.3461538461538,12
Appliances,2021-04-06,103.0,1511.6303571428573,40
Appliances,2021-04-07,121.0,2070.9350877192983,38
Appliances,2021-04-08,128.0,2581.4014925373135,45
Appliances,2021-04-09,128.0,1154.8,41
Appliances,2021-04-10,144.0,1224.9234615384614,43
Appliances,2021-04-11,100.0,2017.418918918919,30
Appliances,2021-04-12,100.0,2375.4673469387753,39
Appliances,2021-04-13,52.0,1732.5793103448277,26
Appliances,2021-04-14,90.0,2685.2588235294115,30
Appliances,2021-04-15,100.0,2276.2245901639344,30
Appliances,2021-04-16,235.0,2497.4032258064517,40
Appliances,2021-04-17,304.0,2216.1456140350874,42
Appliances,2021-04-18,430.0,2020.8071428571427,46
Appliances,2021-04-19,9.0,828.36,5
Appliances,2021-04-20,18.0,120.6222222222222,9
Appliances,2021-04-21,13.0,1358.4999999999998,6
Appliances,2021-04-22,31.0,580.8285714285714,14
Appliances,2021-04-23,10.0,393.02,5
Appliances,2021-04-24,26.0,1408.6307692307694,13
Appliances,2021-04-25,480.0,640.5730769230769,94
Appliances,2021-04-26,315.0,717.5469026548673,59
Appliances,2021-04-27,300.0,1132.9156249999999,67
Appliances,2021-04-28,16.0,637.7625,8
Appliances,2021-04-29,38.0,979.9111111111112,9
Appliances,2021-04-30,46.0,1008.7111111111111,15
Appliances,2021-05-01,38.0,942.1,14
Appliances,2021-05-02,15.0,310.1,7
Appliances,2021-05-03,26.0,2231.415384615385,13
Appliances,2021-05-04,37.0,1343.1705882352942,15
Appliances,2021-05-05,30.0,1844.857142857143,12
Appliances,2021-05-06,28.0,714.3714285714286,14
Appliances,2021-05-07,45.0,1093.0454545454545,21
Appliances,2021-05-08,25.0,484.7,11
Appliances,2021-05-09,40.0,445.2944444444445,17
Appliances,2021-05-10,18.0,1067.5444444444445,9
Appliances,2021-05-11,39.0,1939.85,8
Appliances,2021-05-12,43.0,422.3333333333333,10
Appliances,2021-05-13,23.0,2012.3444444444442,8
Appliances,2021-05-14,28.0,382.60909090909087,11
Appliances,2021-05-15,32.0,998.15625,16
Appliances,2021-05-16,18.0,446.2,8
Appliances,2021-05-17,14.0,310.15714285714284,7
Appliances,2021-05-18,464.0,1500.82,85
Appliances,2021-05-19,25.0,1031.8454545454547,11
Appliances,2021-05-20,42.0,534.4,15
Appliances,2021-05-21,19.0,953.0818181818181,11
Appliances,2021-05-22,46.0,313.085,14
Appliances,2021-05-23,37.0,660.3722222222221,12
Appliances,2021-05-24,35.0,630.6411764705882,14
Appliances,2021-05-25,19.0,451.7375,8
Appliances,2021-05-26,84.0,283.3037037037037,18
Appliances,2021-05-27,29.0,703.0307692307692,10
Appliances,2021-05-28,18.0,1465.8555555555556,9
Appliances,2021-05-29,20.0,1236.9111111111113,8
Appliances,2021-05-30,19.0,731.1777777777777,9
Appliances,2021-05-31,46.0,789.7176470588234,15
Appliances,2021-06-01,37.0,1321.9111111111113,9
Appliances,2021-06-02,37.0,546.5083333333333,11
Appliances,2021-06-03,92.0,725.1736842105263,18
Appliances,2021-06-04,39.0,220.3230769230769,12
Appliances,2021-06-05,37.0,540.4333333333333,15
Appliances,2021-06-06,375.0,2332.0422222222223,82
Appliances,2021-06-07,142.0,1539.320987654321,47
Appliances,2021-06-08,87.0,1497.7257142857143,27
Appliances,2021-06-09,153.0,2047.4972602739724,54
Appliances,2021-06-10,98.0,945.4019999999999,32
Appliances,2021-06-11,558.0,1879.5253588516746,79
Appliances,2021-06-12,276.0,1827.9199999999998,76
Appliances,2021-06-13,805.0,1035.965934065934,72
Appliances,2021-06-14,246.0,2020.302857142857,42
Appliances,2021-06-15,116.0,911.1268292682926,38
Appliances,2021-06-16,272.0,1089.759,49
Appliances,2021-06-17,255.0,1179.9747474747476,58
Appliances,2021-06-18,129.0,1929.8510638297873,29
Appliances,2021-06-19,134.0,1318.3161290322582,44
Appliances,2021-06-20,233.0,1553.7707547169812,49
Appliances,2021-06-21,69.0,1146.581818181818,27
Appliances,2021-06-22,66.0,1165.9939393939394,27
Appliances,2021-06-23,93.0,1445.8151515151515,25
Appliances,2021-06-24,53.0,1198.0549999999998,20
Appliances,2021-06-25,49.0,1388.0380952380951,19
Appliances,2021-06-26,51.0,900.9047619047619,18
Appliances,2021-06-27,359.0,463.0979591836735,35
Appliances,2021-06-28,69.0,230.15,12
Appliances,2021-06-29,22.0,156.1818181818182,7
Appliances,2021-06-30,66.0,1189.175,19
Appliances,2021-07-01,28.0,466.96153846153845,12
Appliances,2021-07-02,39.0,800.5999411764706,14
Appliances,2021-07-03,28.0,1471.2714285714285,12
Appliances,2021-07-04,72.0,1913.435714285714,20
Appliances,2021-07-05,44.0,791.6285714285715,17
Appliances,2021-07-06,14.0,448.48333333333335,6
Appliances,2021-07-07,19.0,330.65555555555557,8
Appliances,2021-07-08,45.0,280.2642857142857,12
Appliances,2021-07-09,54.0,400.3666666666666,10
Appliances,2021-07-10,22.0,623.95,8
Appliances,2021-07-11,56.0,798.4392857142857,18
Appliances,2021-07-12,32.0,797.1083333333332,12
Appliances,2021-07-13,17.0,431.1875,8
Appliances,2021-07-14,32.0,772.3199999999999,12
Appliances,2021-07-15,14.0,2025.8999999999999,6
Appliances,2021-07-16,38.0,1175.370588235294,14
Appliances,2021-07-17,37.0,440.78,11
Appliances,2021-07-18,52.0,726.7,9
Appliances,2021-07-19,7.0,1746.5,3
Appliances,2021-07-20,11.0,2492.0333333333333,6
Appliances,2021-07-21,17.0,115.84285714285714,5
Appliances,2021-07-22,25.0,369.99,6
Appliances,2021-07-23,96.0,1174.7326086956523,35
Appliances,2021-07-24,31.0,826.86875,12
Appliances,2021-07-25,589.0,406.6852459016393,64
Appliances,2021-07-26,41.0,661.0466666666667,9
Appliances,2021-07-27,25.0,572.9153846153846,12
Appliances,2021-07-28,50.0,469.9458333333334,13
Appliances,2021-07-29,32.0,1273.9750000000001,10
Appliances,2021-07-30,48.0,826.9545454545455,19
Appliances,2021-07-31,28.0,234.8181818181818,10
Appliances,2021-08-01,124.0,721.0550000000001,16
Appliances,2021-08-02,28.0,282.1875,5
Appliances,2021-08-03,18.0,742.5749999999999,6
Appliances,2021-08-04,20.0,319.7555555555556,9
Appliances,2021-08-05,38.0,1039.4588235294118,12
Appliances,2021-08-06,37.0,576.4142857142857,8
Appliances,2021-08-07,18.0,365.4625,8
Appliances,2021-08-08,102.0,503.71578947368425,18
Appliances,2021-08-09,10.0,2050.7799999999997,5
Appliances,2021-08-10,17.0,739.4375,8
Appliances,2021-08-11,12.0,137.68,5
Appliances,2021-08-12,8.0,1115.6,4
Appliances,2021-08-13,20.0,78.93,8
Appliances,2021-08-14,11.0,231.06,5
Appliances,2021-08-15,31.0,486.60909090909087,9
Appliances,2021-08-16,15.0,499.37142857142857,7
Appliances,2021-08-17,22.0,184.16363636363636,10
Appliances,2021-08-18,34.0,342.7923076923077,11
Appliances,2021-08-19,8.0,1257.3666666666668,3
Appliances,2021-08-20,25.0,221.84999999999997,6
Appliances,2021-08-21,14.0,204.1,7
Appliances,2021-08-22,74.0,472.311111111111,18
Appliances,2021-08-23,9.0,132.9,3
Appliances,2021-08-24,20.0,816.75,6
Appliances,2021-08-25,6.0,151.20000000000002,3
Appliances,2021-08-26,10.0,619.24,5
Appliances,2021-08-27,4.0,875.45,2
Appliances,2021-08-28,11.0,109.35999999999999,5
Appliances,2021-08-29,28.0,295.55,8
Appliances,2021-08-30,6.0,217.55,2
Appliances,2021-08-31,10.0,282.75,4
Appliances,2021-09-01,27.0,742.2615384615384,13
Appliances,2021-09-02,14.0,237.04285714285714,6
Appliances,2021-09-03,8.0,407.125,3
Appliances,2021-09-04,29.0,202.26,5
Appliances,2021-09-05,37.0,637.4769230769232,12
Appliances,2021-09-06,12.0,851.8333333333334,6
Appliances,2021-09-07,4.0,103.7,2
Appliances,2021-09-08,25.0,746.4333333333333,9
Appliances,2021-09-09,13.0,555.4666666666667,4
Appliances,2021-09-10,14.0,475.3714285714286,7
Appliances,2021-09-11,12.0,834.5833333333334,6
Appliances,2021-09-12,60.0,311.55,15
Appliances,2021-09-13,20.0,837.25,8
Appliances,2021-09-14,1283.0,262.8386554621849,49
Appliances,2021-09-15,275.0,992.0435897435897,42
Appliances,2021-09-16,416.0,1163.335,52
Appliances,2021-09-17,6.0,126.23333333333333,3
Appliances,2021-09-18,14.0,679.6714285714286,6
Appliances,2021-09-19,216.0,1280.1666666666667,29
Appliances,2021-09-20,10.0,88.4,5
Appliances,2021-09-21,18.0,198.68571428571428,7
Appliances,2021-09-22,12.0,1793.2333333333333,3
Appliances,2021-09-23,20.0,14.45,4
Appliances,2021-09-25,6.0,400.76666666666665,3
Appliances,2021-09-26,16.0,334.35,4
Appliances,2021-09-27,6.0,103.13333333333333,3
Appliances,2021-09-28,15.0,234.675,4
Appliances,2021-09-29,4.0,125.65,2
Beauty & Grooming,2020-10-01,39.0,93.78823529411765,17
Beauty & Grooming,2020-10-02,46.0,85.39411764705882,17
Beauty & Grooming,2020-10-03,83.0,187.31,18
Beauty & Grooming,2020-10-04,14.0,192.14166666666665,6
Beauty & Grooming,2020-10-05,71.0,98.03076923076924,13
Beauty & Grooming,2020-10-06,12.0,132.075,4
Beauty & Grooming,2020-10-07,45.0,279.69545454545454,21
Beauty & Grooming,2020-10-08,82.0,181.8709677419355,29
Beauty & Grooming,2020-10-09,26.0,221.37692307692308,11
Beauty & Grooming,2020-10-10,12.0,69.1125,4
Beauty & Grooming,2020-10-11,14.0,97.75571428571428,7
Beauty & Grooming,2020-10-12,33.0,69.90833333333333,12
Beauty & Grooming,2020-10-13,6.0,101.83333333333333,3
Beauty & Grooming,2020-10-14,19.0,56.47777777777778,9
Beauty & Grooming,2020-10-15,40.0,52.53666666666666,14
Beauty & Grooming,2020-10-16,40.0,129.18,20
Beauty & Grooming,2020-10-17,126.0,105.75,27
Beauty & Grooming,2020-10-18,29.0,167.95714285714286,13
Beauty & Grooming,2020-10-19,49.0,124.69583333333333,22
Beauty & Grooming,2020-10-20,12.0,130.98333333333332,6
Beauty & Grooming,2020-10-21,32.0,343.4916666666666,10
Beauty & Grooming,2020-10-22,33.0,156.375,15
Beauty & Grooming,2020-10-23,4.0,214.2,2
Beauty & Grooming,2020-10-24,35.0,117.66666666666667,12
Beauty & Grooming,2020-10-25,49.0,73.12941176470588,15
Beauty & Grooming,2020-10-26,34.0,80.4076923076923,12
Beauty & Grooming,2020-10-27,8.0,48.725,4
Beauty & Grooming,2020-10-28,31.0,68.20714285714286,14
Beauty & Grooming,2020-10-29,43.0,54.92941176470588,17
Beauty & Grooming,2020-10-30,16.0,89.325,7
Beauty & Grooming,2020-10-31,25.0,102.725,4
Beauty & Grooming,2020-11-05,4.0,357.2,2
Beauty & Grooming,2020-11-06,72.0,95.39192307692308,25
Beauty & Grooming,2020-11-07,23.0,50.93636363636363,11
Beauty & Grooming,2020-11-08,55.0,92.63958333333333,23
Beauty & Grooming,2020-11-09,48.0,113.42875,21
Beauty & Grooming,2020-11-10,46.0,89.03478260869565,22
Beauty & Grooming,2020-11-11,82.0,110.30483870967741,29
Beauty & Grooming,2020-11-12,127.0,131.63863636363638,38
Beauty & Grooming,2020-11-13,48.0,167.08478260869563,19
Beauty & Grooming,2020-11-14,74.0,96.69583333333334,33
Beauty & Grooming,2020-11-15,48.0,95.2775,19
Beauty & Grooming,2020-11-16,59.0,86.37222222222223,24
Beauty & Grooming,2020-11-17,36.0,124.58823529411765,16
Beauty & Grooming,2020-11-18,27.0,59.44615384615385,12
Beauty & Grooming,2020-11-19,15.0,62.128571428571426,6
Beauty & Grooming,2020-11-20,32.0,289.50714285714287,11
Beauty & Grooming,2020-11-21,35.0,120.6,13
Beauty & Grooming,2020-11-22,64.0,176.208,21
Beauty & Grooming,2020-11-23,47.0,154.0304347826087,20
Beauty & Grooming,2020-11-24,48.0,87.85652173913044,23
Beauty & Grooming,2020-11-25,31.0,98.96666666666667,15
Beauty & Grooming,2020-11-26,54.0,159.49583333333334,21
Beauty & Grooming,2020-11-27,62.0,152.64333333333335,27
Beauty & Grooming,2020-11-28,56.0,88.77499999999999,24
Beauty & Grooming,2020-11-29,100.0,132.31621621621622,29
Beauty & Grooming,2020-11-30,21.0,271.94545454545454,11
Beauty & Grooming,2020-12-01,21.0,143.70999999999998,9
Beauty & Grooming,2020-12-02,38.0,100.52105263157895,19
Beauty & Grooming,2020-12-03,27.0,238.625,9
Beauty & Grooming,2020-12-04,40.0,166.5,17
Beauty & Grooming,2020-12-05,40.0,74.33500000000001,20
Beauty & Grooming,2020-12-06,57.0,143.4923076923077,18
Beauty & Grooming,2020-12-07,34.0,58.088235294117645,17
Beauty & Grooming,2020-12-08,83.0,95.33999999999999,14
Beauty & Grooming,2020-12-09,8.0,70.675,4
Beauty & Grooming,2020-12-10,16.0,61.06666666666667,9
Beauty & Grooming,2020-12-11,31.0,37.836363636363636,11
Beauty & Grooming,2020-12-12,48.0,57.19583333333333,23
Beauty & Grooming,2020-12-13,126.0,77.73,30
Beauty & Grooming,2020-12-14,123.0,45.36607142857143,50
Beauty & Grooming,2020-12-15,34.0,216.28823529411764,17
Beauty & Grooming,2020-12-16,42.0,59.1625,20
Beauty & Grooming,2020-12-17,59.0,72.89285714285714,28
Beauty & Grooming,2020-12-18,59.0,122.67620689655173,28
Beauty & Grooming,2020-12-19,144.0,49.99320689655172,36
Beauty & Grooming,2020-12-20,1046.8500000000072,56.75231422505308,205
Beauty & Grooming,2020-12-21,506.0,56.224000000000004,136
Beauty & Grooming,2020-12-22,377.0,67.4875870967742,106
Beauty & Grooming,2020-12-23,496.0,74.87507216494845,139
Beauty & Grooming,2020-12-24,420.0,64.02121472392638,112
Beauty & Grooming,2020-12-25,323.0,74.92405755395683,100
Beauty & Grooming,2020-12-26,376.0,58.925051612903225,114
Beauty & Grooming,2020-12-27,1046.8500000000072,59.21670558375635,207
Beauty & Grooming,2020-12-28,300.0,63.19729770992366,83
Beauty & Grooming,2020-12-29,370.0,57.93258741258742,101
Beauty & Grooming,2020-12-30,140.0,84.45511940298508,59
Beauty & Grooming,2020-12-31,115.0,70.76666666666667,33
Beauty & Grooming,2021-01-01,160.0,42.311661538461536,53
Beauty & Grooming,2021-01-02,145.0,67.70966,38
Beauty & Grooming,2021-01-03,273.0,45.61363636363637,31
Beauty & Grooming,2021-01-04,79.0,38.49111111111111,30
Beauty & Grooming,2021-01-05,93.0,69.20595555555556,42
Beauty & Grooming,2021-01-06,125.0,46.75529411764706,32
Beauty & Grooming,2021-01-07,100.0,59.83804347826087,39
Beauty & Grooming,2021-01-08,146.0,68.40058823529411,24
Beauty & Grooming,2021-01-09,822.0,38.18,35
Beauty & Grooming,2021-01-10,807.0,41.78039603960396,57
Beauty & Grooming,2021-01-11,588.0,22.875,14
Beauty & Grooming,2021-01-12,135.0,46.42635135135136,19
Beauty & Grooming,2021-01-13,659.0,50.87640625,37
Beauty & Grooming,2021-01-14,151.0,73.0838,29
Beauty & Grooming,2021-01-15,600.0,40.920833333333334,31
Beauty & Grooming,2021-01-16,63.0,40.67142857142857,22
Beauty & Grooming,2021-01-17,169.0,44.01,35
Beauty & Grooming,2021-01-18,97.0,48.882333333333335,18
Beauty & Grooming,2021-01-19,51.0,53.210434782608694,22
Beauty & Grooming,2021-01-20,66.0,96.93333333333334,22
Beauty & Grooming,2021-01-21,71.0,52.449999999999996,29
Beauty & Grooming,2021-01-22,70.0,53.654,28
Beauty & Grooming,2021-01-23,62.0,47.13333333333334,26
Beauty & Grooming,2021-01-24,325.0,40.32934426229509,42
Beauty & Grooming,2021-01-25,53.0,52.181999999999995,23
Beauty & Grooming,2021-01-26,58.0,65.69892857142857,27
Beauty & Grooming,2021-01-27,62.0,63.809285714285714,28
Beauty & Grooming,2021-01-28,34.0,77.88529411764705,17
Beauty & Grooming,2021-01-29,53.0,51.659523809523805,17
Beauty & Grooming,2021-01-30,36.0,79.85488888888888,18
Beauty & Grooming,2021-01-31,173.0,51.020967741935486,23
Beauty & Grooming,2021-02-01,65.0,64.91774193548387,29
Beauty & Grooming,2021-02-02,49.0,43.6,23
Beauty & Grooming,2021-02-03,182.0,46.26647169811321,43
Beauty & Grooming,2021-02-04,54.0,41.123333333333335,21
Beauty & Grooming,2021-02-05,64.0,71.33333333333333,22
Beauty & Grooming,2021-02-06,65.0,65.45933333333333,29
Beauty & Grooming,2021-02-07,872.0,40.66751612903226,32
Beauty & Grooming,2021-02-08,67.0,48.87571428571429,24
Beauty & Grooming,2021-02-09,127.0,47.36973684210526,33
Beauty & Grooming,2021-02-10,133.0,51.75384615384615,22
Beauty & Grooming,2021-02-11,113.0,64.37560975609756,37
Beauty & Grooming,2021-02-12,101.0,38.04692307692308,21
Beauty & Grooming,2021-02-13,50.0,92.43416666666667,23
Beauty & Grooming,2021-02-14,848.0,38.82085507246377,38
Beauty & Grooming,2021-02-15,45.0,45.775,18
Beauty & Grooming,2021-02-16,18.0,54.36666666666667,6
Beauty & Grooming,2021-02-17,47.0,84.28285714285714,15
Beauty & Grooming,2021-02-18,73.0,88.01769230769231,24
Beauty & Grooming,2021-02-19,81.0,98.83768421052632,18
Beauty & Grooming,2021-02-20,44.0,43.82470588235294,16
Beauty & Grooming,2021-02-21,222.0,51.709523809523816,13
Beauty & Grooming,2021-02-22,83.0,89.7,17
Beauty & Grooming,2021-02-23,29.0,64.90166666666666,12
Beauty & Grooming,2021-02-24,57.0,64.86000000000001,17
Beauty & Grooming,2021-02-25,53.0,132.17764705882354,16
Beauty & Grooming,2021-02-26,46.0,70.5375,12
Beauty & Grooming,2021-02-27,40.0,51.82,14
Beauty & Grooming,2021-02-28,57.0,157.84615384615384,13
Beauty & Grooming,2021-03-01,1046.8500000000072,64.67872727272727,58
Beauty & Grooming,2021-03-02,16.0,68.6625,8
Beauty & Grooming,2021-03-03,48.0,52.42913043478261,22
Beauty & Grooming,2021-03-04,73.0,74.91129032258064,24
Beauty & Grooming,2021-03-05,67.0,84.70173684210526,19
Beauty & Grooming,2021-03-06,28.0,99.03214285714286,14
Beauty & Grooming,2021-03-07,78.0,87.2609375,15
Beauty & Grooming,2021-03-08,39.0,102.94285714285715,14
Beauty & Grooming,2021-03-09,128.0,81.58777777777777,18
Beauty & Grooming,2021-03-10,13.0,166.87142857142857,7
Beauty & Grooming,2021-03-11,61.0,102.9952380952381,20
Beauty & Grooming,2021-03-12,88.0,78.80936666666666,30
Beauty & Grooming,2021-03-13,105.0,107.19818181818182,32
Beauty & Grooming,2021-03-14,118.0,147.65862068965518,28
Beauty & Grooming,2021-03-15,199.0,101.53096774193548,28
